image_url,estimate_id,province,city_name,driver_platform,activity_type,activity_breakdown,activity_zone_image_urls,activity_detail_image_urls,driver_category,submit_time,submit_timestamp_ms,event_time,is_recognized,activity_name_result,activity_city_result,activity_fence,discount_rules,validity_period_start_time,validity_period_end_time,applicable_time_period,order_timeliness_type,order_categories,dis_range,purchase_start_time,purchase_end_time,reduce_after_price,est_price
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/57bf1ba24eed54/%7BC7296119-0A73-409D-BE1F-7B4DDCC9F18A%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/be2fa07a3cfc58/%7B640D07BF-A969-40F0-AA85-1B1CCF29932B%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/7681f2f2ae047c/%7B1686F56D-F328-42A7-82E5-23A7426DD6B7%7D.png?x-s3-process=image/resize,697c301526986a618ec88dc7,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,飞嘀打车,免佣卡,其他,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/ac3d7b4b184ef8/%7B9A619F72-3FB9-49D0-9639-A74FCD9FEB2E%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/57bf1ba24eed54/%7BC7296119-0A73-409D-BE1F-7B4DDCC9F18A%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/be2fa07a3cfc58/%7B640D07BF-A969-40F0-AA85-1B1CCF29932B%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/7681f2f2ae047c/%7B1686F56D-F328-42A7-82E5-23A7426DD6B7%7D.png?x-s3-process=image/resize,普通版,2026-01-30 12:14:13,1769746453445,1769746453,True,时段免佣卡,北京市,,"{""name"":""免佣单数无上限，免佣金额无上限"",""detail"":{}}",01-23 19:00:00,01-26 15:44:59,"{""每日"":[""12:00:00 - 16:00:00"",""12:00:00 - 16:00:59"",""00:00:00 - 23:59:59""]}","[""实时单""]","[""市内拼车单"",""经济型单"",""优享型单"",""专车型单"",""商务型单"",""豪华型单"",""特惠单"",""特快车单""]",,01-23 19:00:00,01-26 15:44:59,,18.9
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f095a8ebaa1fe8/%7B134765BB-569F-487E-BBD1-BD7ED651793B%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/14c595490d6f0b/%7BEA6EB567-E971-4ACD-9B49-7EEE68C54C8C%7D.png?x-s3-process=image/resize,697c7292518ae00478871ebe,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMFe9kn4ubvICoM12ZKaRv1CWX2AZNy4SnB7p8O/UCh+4ifwPaWvC7NWjT7Uim69Jag==,,及时用车轻快,免佣卡,7日免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/12377f4d4febca/%7BA41C8931-4438-4832-91AD-7B5DB0760B47%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f095a8ebaa1fe8/%7B134765BB-569F-487E-BBD1-BD7ED651793B%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/14c595490d6f0b/%7BEA6EB567-E971-4ACD-9B49-7EEE68C54C8C%7D.png?x-s3-process=image/resize,极速版,2026-01-30 16:57:54,1769763474402,1769763474,True,7天免佣卡,成都市,,"{""name"":""享单单免佣"",""detail"":{}}",01-19 12:59:11,01-26 12:59:11,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单"",""市内拼车单""]","[""市内拼车单""]",,,,,520.33
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/10dfae65e23225/%7B82B24741-9C90-42AC-B0E2-9E729DD100AF%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/14e9096c6a6c78/%7BE05349B3-6CAA-4248-B7BF-B2D17829B990%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/2f966c2da8adaa/%7B5312E963-00D6-41EA-8490-F4358E1A3DEA%7D.png?x-s3-process=image/resize,697c54ad4dc5d404a8de77c4,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,飞嘀打车,免佣卡,其他,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/e38c4b4bc792a8/%7B25E0E1E6-EC53-4ED0-BA43-675D4627F3EE%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/10dfae65e23225/%7B82B24741-9C90-42AC-B0E2-9E729DD100AF%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/14e9096c6a6c78/%7BE05349B3-6CAA-4248-B7BF-B2D17829B990%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/2f966c2da8adaa/%7B5312E963-00D6-41EA-8490-F4358E1A3DEA%7D.png?x-s3-process=image/resize,普通版,2026-01-30 14:50:21,1769755821793,1769755821,True,免佣卡,北京市,,"{""name"":""每2单免1单，免佣单数无上限"",""detail"":{}}",01-26 00:00:00,02-01 23:59:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""特惠单""]",,01-23 20:59:00,01-29 23:59:59,,119.9
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/34c2acbc7b091/%7BAF03DAD6-FCEE-4260-BF27-4C975140C10A%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/13c384f8e21046/%7B3DAF8880-22AC-4F2B-A82B-B09EF20CA4C1%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/16611adb822db1/%7B846DF366-E626-4973-8C82-EE9FCCAB2640%7D.png?x-s3-process=image/resize,697c52f7d83b8c04905000ff,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,飞嘀打车,免佣卡,其他,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/18eb69b3bda40f/%7B7F2D5597-C7FD-4500-ABE0-30871D73B07B%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/34c2acbc7b091/%7BAF03DAD6-FCEE-4260-BF27-4C975140C10A%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/13c384f8e21046/%7B3DAF8880-22AC-4F2B-A82B-B09EF20CA4C1%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/16611adb822db1/%7B846DF366-E626-4973-8C82-EE9FCCAB2640%7D.png?x-s3-process=image/resize,普通版,2026-01-30 14:43:03,1769755383598,1769755383,True,14天免佣卡,北京市,,"{""name"":""14天免佣单数无上限，每单最高免11元"",""detail"":{}}",01-23 22:00:00,01-30 23:44:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""市内拼车单"",""经济型单"",""优享型单"",""专车型单"",""商务型单"",""豪华型单"",""特惠单"",""特快车单""]",,01-23 22:00:00,01-30 23:44:59,,1299
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/4563fd3d27a68/%7B91093D2B-0073-4404-B22A-728C2712BBD5%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/c2c76afc0c7af8/%7B8F2152A3-F0A8-4E2F-A4D4-30F234414A1F%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/162260dc0b57/%7B676EE0AC-8885-486B-94E3-FB16E9A1CC93%7D.png?x-s3-process=image/resize,697c2cdb4309e1047bf32a29,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,飞嘀打车,免佣卡,1日免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/13b5bb13d7a6ff/%7B240DFEC0-DDFD-41D3-A9F0-72A7B928F22A%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/4563fd3d27a68/%7B91093D2B-0073-4404-B22A-728C2712BBD5%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/c2c76afc0c7af8/%7B8F2152A3-F0A8-4E2F-A4D4-30F234414A1F%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/162260dc0b57/%7B676EE0AC-8885-486B-94E3-FB16E9A1CC93%7D.png?x-s3-process=image/resize,普通版,2026-01-30 12:00:27,1769745627059,1769745627,True,免佣卡,北京市,,"{""name"":""免佣单数无上限"",""detail"":{}}",01-26 00:00:00,01-26 23:59:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""市内拼车单"",""经济型单"",""优享型单"",""专车型单"",""商务型单"",""豪华型单"",""特惠单"",""特快车单""]",,01-23 21:00:00,01-26 23:44:59,,148
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/6f0b87307a3aa4/%7B84879011-5A6A-4450-934C-6C88B5774A9F%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/143a7ed1c336fd/%7B3966D4F2-B4F0-4C65-A2DF-D623348768D5%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/2a76f68a5153b4/%7B5ECBF92F-4853-4723-B715-338BA7559B13%7D.png?x-s3-process=image/resize,697c30debb957904c09f6449,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,飞嘀打车,免佣卡,其他,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/18b9412b10a39c/%7B59A8C490-BAF7-4E59-A9FF-3B1D04AEB1FB%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/6f0b87307a3aa4/%7B84879011-5A6A-4450-934C-6C88B5774A9F%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/143a7ed1c336fd/%7B3966D4F2-B4F0-4C65-A2DF-D623348768D5%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/2a76f68a5153b4/%7B5ECBF92F-4853-4723-B715-338BA7559B13%7D.png?x-s3-process=image/resize,普通版,2026-01-30 12:17:34,1769746654521,1769746654,True,时段免佣卡,北京市,"[""北京市""]","{""name"":""免佣单数无上限，免佣金额无上限"",""detail"":{}}",01-26 00:00:00,01-26 23:59:59,"{""每日"":[""12:00:00 - 17:00:00"",""12:00:00 - 17:00:59""]}","[""实时单""]","[""市内拼车单"",""经济型单"",""优享型单"",""专车型单"",""商务型单"",""豪华型单"",""特惠单"",""特快车单""]",,01-23 19:00:00,01-26 16:44:59,0,59
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/184ac354157879/%7B91F979F3-4DC3-448D-8432-E62EEC5D3DFB%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/e853d20d8226f/%7B4C8F85AC-8026-46F7-B1D4-0CAE6930C46D%7D.png?x-s3-process=image/resize,697c7fc19ee82d047f1ae012,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMFL4xH6iDe3gT1sSmLXjdIuF47OWvkK6pYALq+JCvM9j5oaUTnuGThmJfBiFJFUvcg==,,及时用车轻快,免佣卡,7日免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/246b382d76062c/%7B3A9F1198-81A6-40FA-9ACF-ACA11629DC04%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/184ac354157879/%7B91F979F3-4DC3-448D-8432-E62EEC5D3DFB%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/e853d20d8226f/%7B4C8F85AC-8026-46F7-B1D4-0CAE6930C46D%7D.png?x-s3-process=image/resize,极速版,2026-01-30 17:54:09,1769766849585,1769766849,True,7天免佣卡,天津市,,"{""name"":""享单单免佣"",""detail"":{}}",01-23 10:52:54,01-30 10:52:54,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单"",""市内拼车单""]","[""市内拼车单""]",,,,,232.37
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/206876e1226c1a/%7BFF5948A8-427B-48EB-9C7C-0CF58EEF6CB0%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/74830287d79fa4/%7BC9A2B1FB-4047-4FB8-AAC9-6F2AD6E37039%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/14630e416955a2/%7B6E4213D6-03DB-483D-BF12-2877FCF2D19D%7D.png?x-s3-process=image/resize,697c4dbc4309e1047bf3316f,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,飞嘀打车,免佣卡,其他,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/8f6f4749f431c/%7BC71CC8EF-8DC8-4711-BD03-D48C430F6486%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/206876e1226c1a/%7BFF5948A8-427B-48EB-9C7C-0CF58EEF6CB0%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/74830287d79fa4/%7BC9A2B1FB-4047-4FB8-AAC9-6F2AD6E37039%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/14630e416955a2/%7B6E4213D6-03DB-483D-BF12-2877FCF2D19D%7D.png?x-s3-process=image/resize,普通版,2026-01-30 14:20:43,1769754043892,1769754043,True,7天免佣卡,北京市,"[""北京市""]","{""name"":""7天免佣单数无上限"",""detail"":{}}",01-20 21:59:00,01-27 23:44:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""特惠单""]",,01-20 21:59:00,01-27 23:44:59,,399
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/14617c7aef16b7/%7BD3F72D51-E3F1-4B51-93EA-07316314D6CE%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/154170d7a3ac74/%7B15F61C49-A11F-4E54-B09E-9A9486DB6BB2%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/9fa82b764ce32/%7B7C62BAE6-CB3C-40A9-B56B-73A44F87F47C%7D.png?x-s3-process=image/resize,69858b9d5db18a0495b8904e,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,及时出行,免佣卡,7日免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/7621be7f531bf8/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/14617c7aef16b7/%7BD3F72D51-E3F1-4B51-93EA-07316314D6CE%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/154170d7a3ac74/%7B15F61C49-A11F-4E54-B09E-9A9486DB6BB2%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/9fa82b764ce32/%7B7C62BAE6-CB3C-40A9-B56B-73A44F87F47C%7D.png?x-s3-process=image/resize,普通版,2026-02-06 14:35:08,1770359708840,1770359708,True,30天免佣卡,北京市,,"{""name"":""30天免佣单数无上限"",""detail"":{}}",,,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""特惠单""]",,01-20 21:59:00,01-27 23:44:59,,1399
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/466f08d54b34cc/%7B99AFF06F-8EAA-4A85-8ECD-379F418E5D2A%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/101d448f8b3df6/%7B9F68CCDF-8F53-4A24-A3EE-7044A099B1DB%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/aeb71d2c8e83b/%7BC07232AD-F5D2-4C7D-9986-5A9710C4ABAF%7D.png?x-s3-process=image/resize,697c4feec343b804a672c4c5,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,飞嘀打车,免佣卡,其他,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1906df15cd64da/%7BEA3FEF0F-F92C-4D12-84AB-0D63E290DA7B%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/466f08d54b34cc/%7B99AFF06F-8EAA-4A85-8ECD-379F418E5D2A%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/101d448f8b3df6/%7B9F68CCDF-8F53-4A24-A3EE-7044A099B1DB%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/aeb71d2c8e83b/%7BC07232AD-F5D2-4C7D-9986-5A9710C4ABAF%7D.png?x-s3-process=image/resize,普通版,2026-01-30 14:30:06,1769754606252,1769754606,True,20天免佣卡,北京市,,"{""name"":""20天免佣单数无上限，每单最高免11元"",""detail"":{}}",,,"{""���日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""特惠单"",""市内拼车单"",""经济型单"",""优享型单"",""专车型单"",""商务型单"",""豪华型单"",""特快车单""]",,01-23 22:59:00,01-30 23:44:59,,1899
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/3cda11e863878/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062610_1954_50.jpg?x-s3-process=image/resize,69819aa5a53153047194c593,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,蓉橙出行,免佣卡,限时段里程免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/6fa43e547300bc/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062604_1951_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/7c309fa0593614/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062602_1950_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/6001425c2da99/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062606_1952_50.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/3cda11e863878/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062610_1954_50.jpg?x-s3-process=image/resize,普通版,2026-02-03 14:50:13,1770101413434,1770101413,True,时段免佣卡,西安市,"[""西安市""]","{""name"":""免佣单数无上限"",""detail"":{}}",02-03 00:00:00,02-03 23:59:59,"{""每日"":[""00:00:00 - 06:59:59"",""09:00:00 - 23:59:59""]}","[""实时单""]","[""市内拼车单"",""经济型单"",""优享型单"",""专车型单"",""商务型单"",""特惠单"",""特快车单"",""豪华型单""]",,02-02 12:00:00,02-03 16:00:59,,88
