dict_lpc_test_online WL_LPC_106
dict_auto_hive2ddict_date_feature_for_gulf Date_gulf_2025-11-04
dict_auto_hive2ddict_caa_pas_behavior_feats1 p_4274
dict_auto_hive2ddict_caa_pas_behavior_feats2 p_17595494720282
dict_auto_hive2ddict_date_feature_1week Date_1_week_2025-11-09
dict_auto_hive2ddict_grid_id_sparse_ar s_OL13F0i1000j5831
dict_auto_hive2ddict_city_income gulf_city_299
dict_auto_hive2ddict_typp PASSENGER_17592530139329
dict_auto_hive2ddict_pbd_grid_sds_emb_batch PBD_OL13F1i5429j3218
dict_auto_hive2ddict_pasCallCombSeqWD60dV2_1 PASSENGER_22934858
dict_auto_hive2ddict_swing_recall_v2 PASSENGER_1907179916642
dict_auto_hive2ddictltv_p_offline_feature_v5 PASSENGER_100000710
dict_auto_hive2ddictltv_p_offline_feature_v41 PASSENGER_1000013889536
dict_auto_hive2ddictltv_p_offline_feature_v31 PASSENGER_100000584
dict_auto_hive2ddictltv_p_offline_feature_v61 PASSENGER_17599800942284
dict_auto_hive2ddictltv_p_offline_feature_dm PASSENGER_1000043384832
dict_auto_hive2ddict_pasCallCombSeqWD60dV2_2 PASSENGER_17597514758384
dict_auto_hive2ddict_pasCallCombSeqWD60dV2_3 PASSENGER_35186214382055
dict_auto_hive2ddict_pasCallCombSeqWD60dV2_4 PASSENGER_17598566711715
dict_auto_hive2ddict_pasCallCombSeqWD60dV2_5 PASSENGER_3094512407926
dict_auto_hive2ddict_pasCallCombSeqWD60dV2_6 PASSENGER_1599451570244
dict_auto_hive2ddict_pasCallCombSeqWD60dV2_7 PASSENGER_70368750170021
dict_auto_hive2ddict_pasCallCombSeqWD60dV2_8 PASSENGER_17593404760228
dict_auto_hive2ddict_ar_model_premium i_OL13F0i1000j5831
dict_auto_hive2ddict_pasCallCombSeqWD30dV1_4 PASSENGER_17599250766185
dict_auto_hive2ddict_odt_feature_yc_v2_gird GRID_OL13F1i5426j2985
dict_auto_hive2ddict_odt_feature_yc_v2_city CITY_65
dict_auto_hive2ddict_odt_feature_yc_v2_county COUNTY_621022
dict_auto_hive2ddict_pasCallCombSeqWD30dV1_5 PASSENGER_17592269714531
dict_auto_hive2ddictltv_p_uplift_score PASSENGER_17598577205215
dict_auto_hive2ddictltv_p_etp_uplift_label_di PASSENGER_17599950088002
dict_auto_hive2ddict_supplier_rate gd_三亚市_博度出行
dict_auto_hive2ddict_tcs_forecast_gmv_hour TCS_110500_220106_2025-12-09
dict_auto_hive2ddict_pas_60d PASSENGER_70368900490638
dict_auto_hive2ddict_pas_send_single_60d PASSENGER_17592293566635
dict_auto_hive2ddict_add_cnt_60d PASSENGER_1229
dict_auto_hive2ddict_bubble_cnt_60d PASSENGER_17592223615786
dict_auto_hive2ddict_call_cnt_60d PASSENGER_17592223615786
dict_auto_hive2ddict_finish_cnt PASSENGER_5000115767158
dict_auto_hive2ddict_ordermatch_pas_7d PASSENGER_17598882923126
dict_auto_hive2ddict_pas_ordermatch_30d PASSENGER_7281
dict_auto_hive2ddict_lack_pas_ordrmatch PASSENGER_10622
dict_auto_hive2ddict_pas_ordermatch_normal PASSENGER_4385
dict_auto_hive2ddictltv_double_call_all_v2 PASSENGER_17592461108997
dict_auto_hive2ddict_tcs_true_gmv_3week_hour TCS_110103_370502_2025-12-03
dict_auto_hive2ddict_tcs_true_gmv_14day_hour TCS_210105_110101
dict_auto_hive2ddictltv_double_call_by_dim_v2 PASSENGER_35186244120325
dict_auto_hive2ddict_sdi_fkp_redpacketv2_10m fkp_redpacketv2_10m_335_335-305-v2
dict_auto_hive2ddict_tcs_align_result_jpls_v3 TCS_ALIGN_1_rgroup_aplus_ld1_dape-aps
dict_auto_hive2ddict_one_model_offline_fea llmrd_passenger_17599007579370
dict_auto_hive2ddict_app_acc_bubble_rate TCS_ACC_BUBBLE_133_21_2025-12-04
dict_auto_hive2ddict_tsc_cpm_real_threshold TCS_CPM_24
dict_auto_hive2ddict_caa_dri_youze_feature2 dri_14402
dict_auto_hive2ddict_athena_vehicle_features WL_VEHICLE_475
dict_auto_hive2ddict_pas_wp_check_60d PASSENGER_798301102082
dict_auto_hive2ddict_pas_wp_finish_7d PASSENGER_1098671792129
dict_auto_hive2ddict_wp_pas_30d PASSENGER_10207
dict_auto_hive2ddict_lack_wp_pas PASSENGER_5056
dict_auto_hive2ddict_pas_wp_normal PASSENGER_4889
dict_auto_hive2ddict_pas_om_call_finish_cnt PASSENGER_17599596531820
dict_auto_hive2ddict_athena_product_id_map CITY_116
dict_auto_hive2ddict_tcs_city_cpm_offline TCS_CPM_2_2025-12-11
dict_auto_hive2ddict_qxzc_people_class qxzc_odtg_features_2275115278159
dict_auto_hive2ddict_smart_bus_odt_thres_info odt_1_46_OL14F1i12892j5624_OL14F1i12893j5623
dict_auto_hive2ddict_sfc_xcd_driver_v2_md5 xcd_driver_ecd01eceaf48de15cf7e89c479300c1a
dict_auto_hive2ddict_sfc_pas_profile_fea_pid p_profile_299074798199682
dict_auto_hive2ddict_driver_loan_fea_nd_md5 loan_driver_b94586d3d3c113918de3978c6f67b0e0
dict_auto_hive2ddict_sfc_pas_real_gender_pid p_real_fea_351843723828128
dict_auto_hive2ddict_etp_uplift_features ltv_5000211620544
dict_auto_hive2ddict_fgrid_ij fgrid_ij_OL13F1i6420j2837
dict_auto_hive2ddict_tgrid_ij tgrid_ij_OL13F1i6420j2837
dict_auto_hive2ddict_utnl_user_type_new p_2026-01-01
dict_auto_hive2ddict_dd_mix_price_weight JP_2025-12-28_1_110101_0_3
dict_auto_hive2ddict_prefercombo_90d PASSENGER_634
dict_auto_hive2ddict_sdi_fknp_redpacket_10m fknp_redpacket_10m_65_65-271-v2
dict_auto_hive2ddict_gen_recall_v1 PASSENGER_14229
dict_auto_hive2ddict_popup_7d_fix PASSENGER_17594728662623
dict_auto_hive2ddict_llm_rd_pid_ck_st_v0 llmrd_passenger_ck_st_v0_1461
dict_auto_hive2ddict_pas_finish_seq_feat pas_2247692658898
dict_auto_hive2ddict_qxzc_people_class_v2 qxzc_odtg_features_2629839095462
dict_auto_hive2ddict_dri_finish_seq_feat dri_565253882063029
dict_auto_hive2ddict_btls_dri_1st_order_multi SFC_FIRST_ORDER_MULTI_44_0
dict_auto_hive2ddict_poi_htime_id customize_住宅小区:房产小区_工作区域:公司_8
dict_auto_hive2ddict_ot_bubble_seq_featue ot_bubble_seq_OL13F0i1005j5979_14
dict_auto_hive2ddict_call_count PASSENGER_17598152312676
dict_auto_hive2ddict_pasCallCombSeq90d60V1 PASSENGER_2847812036063
dict_auto_hive2ddict_pid_profile_feature PASSENGER_17592706321679
dict_auto_hive2ddict_26_zy_new_rule_bubble_ot 26_zy_new_rule_OL13F1i6146j1534_5
dict_auto_hive2ddict_zy_new_rule_bubble_pot 26_zy_new_rule_pot_5000206204967_OL13F1i5525j3318_17
dict_auto_hive2ddict_new_zy_user_bubble_day_ 26_new_zy_bubble_17598107832193
dict_auto_hive2ddict_newzy_bubble_agg_feat_7d new_zy_bubble_agg_feat_7d_169340567554
dict_auto_hive2ddict_newzy_bubble_agg_feat_14 new_zy_bubble_agg_feat_14d_17599872042757
dict_auto_hive2ddict_newzy_bubble_agg_feat_30 new_zy_bubble_agg_feat_30d_35185748046293
dict_auto_hive2ddict_newzy_bubble_agg_feat_60 new_zy_bubble_agg_feat_60d_17593380056580
dict_auto_hive2ddict_newzy_bubble_agg_feat_90 new_zy_bubble_agg_feat_90d_17594723456112
dict_auto_hive2ddict_newzy_bubble_agg_180 new_zy_bubble_agg_feat_180d_35184551288709
dict_auto_hive2ddict_newzy_bubble_agg_360d new_zy_bubble_agg_feat_60d_17593154352054
dict_auto_hive2ddict_p_bubble_seq_feature p_bubble_seq_17599212858528
dict_auto_hive2ddict_skyfall_feature_v2 skyfall_feat_v2_17594581287112
dict_auto_hive2ddict_login_channel_feature_v2 pid_login_channel_feature_17597452493016
dict_auto_hive2ddict_call_day_diff_v2 call_day_diff_1055
dict_auto_hive2ddict_wyc_coupon_feat_v2 coupon_feat_35185631475107
dict_auto_hive2ddict_order_info_agg_feat_v2 order_info_agg_feature_17592505347815
dict_auto_hive2ddict_finish_ord_seq_v2_1 finish_ord_original_seq_feat_17592355028886
dict_auto_hive2ddict_finish_ord_seq_v2_2 finish_ord_original_seq_feat_3834
dict_auto_hive2ddict_general_profile_feat_v2 general_profile_feature_4535
dict_auto_hive2ddict_chaoxi_slot_state_nd_v2 chaoxi_slot_state_nd_17592500802232
dict_auto_hive2ddict_csk_buy_behavior_v2 csk_buy_behavior_17594953228139
dict_auto_hive2ddict_llm_rd_pid_ck_st_v1 llmrd_passenger_ck_st_v0_multi_17599484446915
dict_auto_hive2ddict_one_model_offline_fea_v1 llmrd_passenger_1958586095510
dict_auto_hive2ddict_finish_ord_90d_v2 finish_ord_90d_747
dict_auto_hive2ddict_finish_ord_90d_v2_2 finish_ord_90d_96
dict_auto_hive2ddict_maas_call_pas_fea maas_call_35184392576830
dict_auto_hive2ddict_maas_call_odt_fea maas_call_OL13F1i5050j2966_OL13F1i5054j2963_17
dict_auto_hive2ddict_lyptest11111 WL_DRIVER_SCORE_562950055811117
dict_auto_hive2ddict_pasCallCombSeq90d60V2 PASSENGER_2208180601940
dict_auto_hive2ddict_holiday_feature b_2026-02-10
dict_auto_hive2ddict_grid_to_county_features grid_to_county_OL13F1i5895j2752_11
dict_auto_hive2ddict_ot_bubble_seq_to_array ot_bubble_seq_OL13F0i1000j5968_19
dict_auto_hive2ddict_btls_dri_click_seq_v1 btls_online_35186244726455
dict_auto_hive2ddict_grid_level_11_zy grid_level_11_zy_5000052170116_OL11F1i1562j325
dict_auto_hive2ddict_grid_level_12_zy grid_level_12_zy_2269582394117_OL12F1i2676j1658
dict_auto_hive2ddict_grid_level_9_zy grid_level_9_zy_35184505239270_OL9F1i403j178
dict_auto_hive2ddict_grid_level_10_zy grid_level_10_zy_17592368978369_OL10F1i675j404
dict_auto_hive2ddict_county_features_new county_features_new_510183_18
dict_auto_hive2ddict_dri_grab_feats_1_7d dri_12250
dict_auto_hive2ddict_dri_grab_feats_14d dri_32347
dict_auto_hive2ddict_dri_grab_feats_30d dri_7879
dict_auto_hive2ddict_carpool_stats_by_month CAR_KEY_OL13F1i5365j3294_27_1
dict_auto_hive2ddict_pas_prefercom_30days PASSENGER_17599242337158
dict_auto_hive2ddict_prefercombo_28d_v2 PASSENGER_839
dict_auto_hive2ddict_prefercombo28dGrossPv1 PASSENGER_100000704
dict_auto_hive2ddict_prefercombo90dGrossPv1 PASSENGER_17599644700768
